Date : 2022-03-09 21:12:27
Directory : c:\Users\Tony\Desktop\interimproject
Total : 967 files,  244654 codes, 121715 comments, 55333 blanks, all 421702 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\dist.py                                      | Python     |        728 |        347 |        183 |      1,258 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\errors.py                                    | Python     |         30 |         48 |         20 |         98 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\extension.py                                 | Python     |        123 |         95 |         23 |        241 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\fancy_getopt.py                              | Python     |        245 |        144 |         69 |        458 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\file_util.py                                 | Python     |        142 |         63 |         34 |        239 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\filelist.py                                  | Python     |        182 |         96 |         50 |        328 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\log.py                                       | Python     |         56 |          5 |         17 |         78 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\msvc9compiler.py                             | Python     |        545 |        153 |         91 |        789 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\msvccompiler.py                              | Python     |        455 |        108 |         81 |        644 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\spawn.py                                     | Python     |         70 |         37 |         19 |        126 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\sysconfig.py                                 | Python     |        343 |        159 |         72 |        574 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\text_file.py                                 | Python     |        119 |        134 |         34 |        287 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\unixccompiler.py                             | Python     |        185 |        104 |         40 |        329 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\util.py                                      | Python     |        291 |        191 |         78 |        560 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\version.py                                   | Python     |        112 |        185 |         51 |        348 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_distutils\versionpredicate.py                          | Python     |         62 |         90 |         15 |        167 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_imp.py                                                 | Python     |         61 |          5 |         17 |         83 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\__init__.py                                     | Python     |          0 |          0 |          1 |          1 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\ordered_set.py                                  | Python     |        159 |        292 |         38 |        489 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\__about__.py                          | Python     |         19 |          3 |          6 |         28 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\__init__.py                           | Python     |         21 |          3 |          3 |         27 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\_compat.py                            | Python     |         13 |         10 |          9 |         32 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\_structures.py                        | Python     |         41 |          3 |         25 |         69 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\markers.py                            | Python     |        202 |         25 |         70 |        297 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\requirements.py                       | Python     |         89 |         18 |         32 |        139 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py                         | Python     |        351 |        262 |        137 |        750 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\tags.py                               | Python     |        276 |         51 |         78 |        405 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\utils.py                              | Python     |         24 |         16 |         18 |         58 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\packaging\version.py                            | Python     |        228 |         95 |         98 |        421 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\pyparsing.py                                    | Python     |      2,835 |      2,367 |        541 |      5,743 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\_vendor\six.py                                          | Python     |        615 |         88 |        166 |        869 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\archive_util.py                                         | Python     |        102 |         49 |         25 |        176 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\build_meta.py                                           | Python     |        149 |         69 |         54 |        272 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\__init__.py                                     | Python     |         13 |          0 |          5 |         18 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\alias.py                                        | Python     |         61 |          2 |         18 |         81 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\bdist_egg.py                                    | Python     |        385 |         43 |         83 |        511 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\bdist_rpm.py                                    | Python     |         28 |         10 |          6 |         44 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\bdist_wininst.py                                | Python     |         21 |          4 |          6 |         31 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\build_clib.py                                   | Python     |         64 |         27 |         11 |        102 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\build_ext.py                                    | Python     |        260 |         33 |         40 |        333 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\build_py.py                                     | Python     |        198 |         40 |         39 |        277 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\develop.py                                      | Python     |        146 |         36 |         39 |        221 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\dist_info.py                                    | Python     |         22 |          4 |         11 |         37 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\easy_install.py                                 | Python     |      1,579 |        464 |        297 |      2,340 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\egg_info.py                                     | Python     |        474 |        127 |        121 |        722 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\install.py                                      | Python     |         84 |         20 |         22 |        126 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\install_egg_info.py                             | Python     |         46 |          5 |         12 |         63 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\install_lib.py                                  | Python     |         72 |         27 |         24 |        123 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\install_scripts.py                              | Python     |         52 |          6 |         11 |         69 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\launcher manifest.xml                           | XML        |         14 |          1 |          1 |         16 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\py36compat.py                                   | Python     |         80 |         39 |         18 |        137 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\register.py                                     | Python     |         11 |          1 |          7 |         19 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\rotate.py                                       | Python     |         54 |          1 |         12 |         67 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\saveopts.py                                     | Python     |         13 |          1 |          9 |         23 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\sdist.py                                        | Python     |        168 |         40 |         45 |        253 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\setopt.py                                       | Python     |        114 |         13 |         23 |        150 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\test.py                                         | Python     |        200 |         34 |         47 |        281 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\upload.py                                       | Python     |         11 |          1 |          6 |         18 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\command\upload_docs.py                                  | Python     |        165 |         17 |         25 |        207 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\config.py                                               | Python     |        393 |        187 |        122 |        702 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\dep_util.py                                             | Python     |         12 |          9 |          5 |         26 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\depends.py                                              | Python     |         99 |         38 |         40 |        177 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\dist.py                                                 | Python     |        667 |        210 |        159 |      1,036 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\distutils_patch.py                                      | Python     |         35 |         12 |         15 |         62 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\errors.py                                               | Python     |          2 |         11 |          4 |         17 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\extension.py                                            | Python     |         29 |         15 |         14 |         58 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\extern\__init__.py                                      | Python     |         40 |         17 |         10 |         67 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\glob.py                                                 | Python     |        103 |         43 |         29 |        175 |
| c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\setuptools\installer.py                                            | Python     |        116 |         24 |         11 |        151 |
